kind,step,epoch,train_loss,val_loss,act_loss,fa_loss,lr,wall_time_s
train_log,450,1,0.466295992732048,,0.466295992732048,0.0,0.000299286646598243,144.186
train_log,500,0,0.5704117387533187,,0.5704117387533187,0.0,0.0002999847110846919,28.18
train_log,500,0,0.4798756790161133,,0.4798756790161133,0.0,0.00029975024706889995,62.904
train_log,500,1,0.4612154233455658,,0.4612154233455658,0.0,0.0002989731296392556,156.261
train_log,550,0,0.5493660056591034,,0.5493660056591034,0.0,0.00029997919021515675,30.949
train_log,550,0,0.46640229642391207,,0.46640229642391207,0.0,0.0002996600925858,68.477
train_log,550,1,0.4268743348121643,,0.4268743348121643,0.0,0.0002986028919054496,167.634
train_log,600,0,0.5067553251981736,,0.5067553251981736,0.0,0.0002999728200652478,33.88
train_log,600,1,0.44942578247615267,,0.44942578247615267,0.0,0.0002995560906450539,91.162
train_log,600,2,0.41795144736766815,,0.41795144736766815,0.0,0.0002981760743629922,201.489
train_log,650,0,0.5209111928939819,,0.5209111928939819,0.0,0.00029996560067103707,36.647
train_log,650,1,0.44547677993774415,,0.44547677993774415,0.0,0.0002994382508695506,97.383
train_log,650,2,0.4156137698888779,,0.4156137698888779,0.0,0.00029769283952053036,213.526
train_log,700,0,0.5256659919023514,,0.5256659919023514,0.0,0.0002999575320734054,39.62
train_log,700,1,0.4224721920490265,,0.4224721920490265,0.0,0.00029930658416253957,103.756
train_log,700,2,0.421194269657135,,0.421194269657135,0.0,0.0002971533713673159,228.715
train_log,750,0,0.5151761186122894,,0.5151761186122894,0.0,0.00029994861431804253,42.532
train_log,750,1,0.4255827122926712,,0.4255827122926712,0.0,0.0002991611027066214,109.545
train_log,750,2,0.3898895174264908,,0.3898895174264908,0.0,0.000296557875303153,241.997
train_log,800,0,0.49583501875400543,,0.49583501875400543,0.0,0.0002999388474554466,45.676
train_log,800,1,0.40693813920021055,,0.40693813920021055,0.0,0.00029900181996262104,115.9
train_log,800,2,0.3987645345926285,,0.3987645345926285,0.0,0.000295906578060193,255.082
train_log,850,0,0.4923555773496628,,0.4923555773496628,0.0,0.000299928231540924,48.508
train_log,850,1,0.41888793468475344,,0.41888793468475344,0.0,0.00029882875066834205,123.936
train_log,850,3,0.4088206362724304,,0.4088206362724304,0.0,0.00029519972761660694,282.632
train_log,900,0,0.5019323122501373,,0.5019323122501373,0.0,0.000299916766634589,51.524
train_log,900,1,0.3951082080602646,,0.3951082080602646,0.0,0.0002986419108372031,131.195
train_log,900,3,0.367848111987114,,0.367848111987114,0.0,0.0002944375931021699,295.943
train_log,950,0,0.45345024347305296,,0.45345024347305296,0.0,0.00029990445280136333,54.366
train_log,950,1,0.41632563769817355,,0.41632563769817355,0.0,0.00029844131775675633,137.208
train_log,950,3,0.41040672063827516,,0.41040672063827516,0.0,0.00029362046469579034,309.44
train_log,1000,0,0.4750297611951828,,0.4750297611951828,0.0,0.0002998912901109761,57.409
train_log,1000,1,0.3796371155977249,,0.3796371155977249,0.0,0.0002982269899870877,143.407
train_log,1000,3,0.36456563889980315,,0.36456563889980315,0.0,0.00029274865351502666,325.992
train_log,1050,0,0.45202880203723905,,0.45202880203723905,0.0,0.000299877278637963,60.298
train_log,1050,1,0.3800958901643753,,0.3800958901643753,0.0,0.00029799894735909975,150.341
train_log,1050,3,0.3541093099117279,,0.3541093099117279,0.0,0.00029182249149763015,339.907
train_log,1100,0,0.4492816042900085,,0.4492816042900085,0.0,0.00029986241846166617,63.367
train_log,1100,1,0.4117454570531845,,0.4117454570531845,0.0,0.0002977572109726768,156.639
train_log,1100,3,0.35411118566989896,,0.35411118566989896,0.0,0.0002908423312751617,351.449
train_log,1150,0,0.4560518079996109,,0.4560518079996109,0.0,0.00029984670966623364,66.27
train_log,1150,2,0.39021049936612445,,0.39021049936612445,0.0,0.00029750180319473244,180.48
train_log,1150,4,0.3554429030418396,,0.3554429030418396,0.0,0.00028980854603872906,382.313
train_log,1200,0,0.4481382018327713,,0.4481382018327713,0.0,0.00029983015234061897,69.461
train_log,1200,2,0.37748934388160704,,0.37748934388160704,0.0,0.00029723274765714033,187.157
train_log,1200,4,0.35512073278427125,,0.35512073278427125,0.0,0.0002887215293968959,396.73
train_log,1250,0,0.45730039179325105,,0.45730039179325105,0.0,0.0002998127465785805,72.589
train_log,1250,2,0.3738748723268509,,0.3738748723268509,0.0,0.00029695006925454734,193.972
train_log,1250,4,0.3451403939723969,,0.3451403939723969,0.0,0.0002875816952258179,408.801
train_log,1300,0,0.45574118077754977,,0.45574118077754977,0.0,0.0002997944924786811,76.026
train_log,1300,2,0.3663194304704666,,0.3663194304704666,0.0,0.0002966537941420703,200.961
train_log,1300,4,0.3365546864271164,,0.3365546864271164,0.0,0.0002863894775116608,423.046
train_log,1350,0,0.46112741351127623,,0.46112741351127623,0.0,0.0002997753901442874,79.073
train_log,1350,2,0.3651161766052246,,0.3651161766052246,0.0,0.000296343949732876,208.401
train_log,1350,4,0.3118604916334152,,0.3118604916334152,0.0,0.0002851453301853628,435.433
train_log,1400,0,0.43820052027702333,,0.43820052027702333,0.0,0.0002997554396835693,82.408
train_log,1400,2,0.3750421977043152,,0.3750421977043152,0.0,0.0002960205646956446,215.094
train_log,1400,5,0.3082571887969971,,0.3082571887969971,0.0,0.0002838497269498025,464.061
train_log,1450,0,0.4571607780456543,,0.4571607780456543,0.0,0.00029973464120949946,85.629
train_log,1450,2,0.37297766029834745,,0.37297766029834745,0.0,0.0002956836689519171,221.354
train_log,1450,5,0.32313927471637727,,0.32313927471637727,0.0,0.0002825031610994387,477.284
train_log,1500,0,0.42142319679260254,,0.42142319679260254,0.0,0.00029971299483985236,88.891
train_log,1500,2,0.3586979603767395,,0.3586979603767395,0.0,0.0002953332936733271,228.287
train_log,1500,5,0.2934818229079246,,0.2934818229079246,0.0,0.0002811061453324914,490.295
train_log,1550,0,0.431369648873806,,0.431369648873806,0.0,0.00029969050069720405,91.831
train_log,1550,2,0.3417817986011505,,0.3417817986011505,0.0,0.000294969471278716,234.583
train_log,1550,5,0.3056953179836273,,0.3056953179836273,0.0,0.00027965921155573417,504.065
train_log,1600,0,0.4344644665718079,,0.4344644665718079,0.0,0.000299667158908931,94.955
train_log,1600,2,0.36011026859283446,,0.36011026859283446,0.0,0.00029459223543113394,241.124
train_log,1600,5,0.2958212050795555,,0.2958212050795555,0.0,0.0002781629106819733,519.193
train_log,1650,2,0.35018939346075056,,0.35018939346075056,0.0,0.000294201621034725,247.626
train_log,1650,5,0.29455148488283156,,0.29455148488283156,0.0,0.00027661781242029076,529.63
train_log,1700,3,0.34300527103403783,,0.34300527103403783,0.0,0.00029379766423149743,269.878
train_log,1700,6,0.3077307131886482,,0.3077307131886482,0.0,0.0002750245050591303,558.954
train_log,1750,3,0.3316017085313797,,0.3316017085313797,0.0,0.00029338040239797983,277.924
train_log,1750,6,0.2925763779878616,,0.2925763779878616,0.0,0.00027338359524230915,572.167
train_log,1800,3,0.3103584051132202,,0.3103584051132202,0.0,0.0002929498741417627,284.476
train_log,1800,6,0.29474441409111024,,0.29474441409111024,0.0,0.00027169570773804186,588.756
train_log,1850,3,0.32840281367301943,,0.32840281367301943,0.0,0.0002925061192979262,290.194
train_log,1850,6,0.2777668029069901,,0.2777668029069901,0.0,0.0002699614852010628,601.986
train_log,1900,3,0.35227868348360064,,0.35227868348360064,0.0,0.00029204917892535447,296.684
train_log,1900,6,0.2731707412004471,,0.2731707412004471,0.0,0.00026818158792793847,613.588
train_log,1950,3,0.3430948960781097,,0.3430948960781097,0.0,0.0002915790953029367,303.791
train_log,1950,7,0.3056913203001022,,0.3056913203001022,0.0,0.00026635669360566296,642.81
train_log,2000,7,0.27216251075267794,,0.27216251075267794,0.0,0.0002644874970536321,659.724
train_log,2050,7,0.28351615369319916,,0.28351615369319916,0.0,0.0002625747099590942,671.719
train_log,2100,7,0.2694666916131973,,0.2694666916131973,0.0,0.000260619060606179,685.121
train_log,2150,7,0.2805106607079506,,0.2805106607079506,0.0,0.0002586212935986069,697.856
train_log,2200,7,0.27440052658319475,,0.27440052658319475,0.0,0.00025658216957618495,708.81
train_log,2250,8,0.28531104445457456,,0.28531104445457456,0.0,0.00025450246492519696,742.455
train_log,2300,8,0.272491959631443,,0.272491959631443,0.0,0.0002523829714827981,754.415
train_log,2350,8,0.26988748103380206,,0.26988748103380206,0.0,0.00025022449623552745,767.228
train_log,2400,8,0.24659374386072158,,0.24659374386072158,0.0,0.0002480278610120512,778.893
train_log,2450,8,0.2544256737828255,,0.2544256737828255,0.0,0.00024579390217025615,792.305
train_log,2500,9,0.23887196242809294,,0.23887196242809294,0.0,0.00024352347027881003,821.662
train_log,2550,9,0.25683441311120986,,0.25683441311120986,0.0,0.00024121742979331208,837.029
train_log,2600,9,0.26462759882211684,,0.26462759882211684,0.0,0.00023887665872715587,848.659
train_log,2650,9,0.24203687608242036,,0.24203687608242036,0.0,0.00023650204831723008,860.724
train_log,2700,9,0.2300286915898323,,0.2300286915898323,0.0,0.00023409450268458426,872.833
train_log,2750,9,0.2183040887117386,,0.2183040887117386,0.0,0.00023165493849018964,886.582
train_log,2800,10,0.22450050920248033,,0.22450050920248033,0.0,0.00022918428458592485,917.662
train_log,2850,10,0.22204961329698564,,0.22204961329698564,0.0,0.0002266834816609202,930.608
train_log,2900,10,0.22871726453304292,,0.22871726453304292,0.0,0.00022415348188339494,943.355
train_log,2950,10,0.21025607734918594,,0.21025607734918594,0.0,0.0002215952485381242,956.103
train_log,3000,10,0.21313680052757264,,0.21313680052757264,0.0,0.0002190097556596728,970.289
train_log,3050,11,0.2126965880393982,,0.2126965880393982,0.0,0.00021639798766153677,998.267
train_log,3100,11,0.20795776724815368,,0.20795776724815368,0.0,0.00021376093896133264,1012.969
train_log,3150,11,0.20950861185789107,,0.20950861185789107,0.0,0.00021109961360217788,1025.155
train_log,3200,11,0.21997428625822069,,0.21997428625822069,0.0,0.00020841502487040667,1037.762
train_log,3250,11,0.22692324787378312,,0.22692324787378312,0.0,0.00020570819490976598,1052.98
train_log,3300,11,0.19789640098810196,,0.19789640098810196,0.0,0.00020298015433223965,1064.0
train_log,3350,12,0.19945828527212142,,0.19945828527212142,0.0,0.0002002319418256479,1093.844
train_log,3400,12,0.19901344001293184,,0.19901344001293184,0.0,0.0001974646037581721,1107.685
train_log,3450,12,0.19566091686487197,,0.19566091686487197,0.0,0.0001946791937799555,1121.543
train_log,3500,12,0.18330414831638336,,0.18330414831638336,0.0,0.00019187677242193086,1134.658
train_log,3550,12,0.18874583572149276,,0.18874583572149276,0.0,0.00018905840669202902,1147.343
train_log,3600,13,0.19341411650180818,,0.19341411650180818,0.0,0.00018622516966892066,1175.616
train_log,3650,13,0.1904708391427994,,0.1904708391427994,0.0,0.00018337814009344714,1189.55
train_log,3700,13,0.16652082830667495,,0.16652082830667495,0.0,0.00018051840195789506,1203.723
train_log,3750,13,0.18848116636276246,,0.18848116636276246,0.0,0.00017764704409327188,1215.489
train_log,3800,13,0.1779317107796669,,0.1779317107796669,0.0,0.00017476515975473883,1227.822
train_log,3850,13,0.16417028561234473,,0.16417028561234473,0.0,0.00017187384620535949,1240.536
train_log,3900,14,0.16641874000430107,,0.16641874000430107,0.0,0.0001689742042983224,1269.569
train_log,3950,14,0.16541795670986176,,0.16541795670986176,0.0,0.00016606733805779662,1284.982
train_log,4000,14,0.18162476092576982,,0.18162476092576982,0.0,0.00016315435425858006,1297.701
train_log,4050,14,0.1681309261918068,,0.1681309261918068,0.0,0.00016023636200470065,1309.99
train_log,4100,14,0.17744868442416192,,0.17744868442416192,0.0,0.00015731447230713023,1323.949
train_log,4150,15,0.1642398017644882,,0.1642398017644882,0.0,0.00015438979766077313,1351.522
train_log,4200,15,0.16741724371910094,,0.16741724371910094,0.0,0.0001514634516208887,1367.837
train_log,4250,15,0.15990764826536177,,0.15990764826536177,0.0,0.00014853654837911127,1379.855
train_log,4300,15,0.1676718446612358,,0.1676718446612358,0.0,0.0001456102023392269,1391.83
train_log,4350,15,0.1461855272948742,,0.1461855272948742,0.0,0.00014268552769286974,1404.076
train_log,4400,15,0.1474316745996475,,0.1474316745996475,0.0,0.00013976363799529936,1415.788
train_log,4450,16,0.1410516096651554,,0.1410516096651554,0.0,0.0001368456457414199,1445.239
train_log,4500,16,0.14995827063918113,,0.14995827063918113,0.0,0.00013393266194220338,1459.964
train_log,4550,16,0.1529497942328453,,0.1529497942328453,0.0,0.0001310257957016776,1471.51
train_log,4600,16,0.14274332225322722,,0.14274332225322722,0.0,0.00012812615379464046,1485.21
train_log,4650,16,0.14525581955909728,,0.14525581955909728,0.0,0.00012523484024526112,1496.648
train_log,4700,17,0.14038909673690797,,0.14038909673690797,0.0,0.00012235295590672815,1523.998
train_log,4750,17,0.14850315243005752,,0.14850315243005752,0.0,0.00011948159804210495,1538.93
train_log,4800,17,0.1487159998714924,,0.1487159998714924,0.0,0.00011662185990655284,1551.093
train_log,4850,17,0.13226382449269294,,0.13226382449269294,0.0,0.00011377483033107931,1563.388
train_log,4900,17,0.13426531836390496,,0.13426531836390496,0.0,0.00011094159330797096,1576.21
train_log,4950,17,0.15123899310827255,,0.15123899310827255,0.0,0.00010812322757806914,1587.837
train_log,5000,18,0.14186507046222688,,0.14186507046222688,0.0,0.0001053208062200445,1618.816
train_log,5050,18,0.13684871912002564,,0.13684871912002564,0.0,0.00010253539624182788,1630.541
train_log,5100,18,0.1364892715215683,,0.1364892715215683,0.0,9.976805817435207e-05,1643.932
train_log,5150,18,0.13248948335647584,,0.13248948335647584,0.0,9.701984566776029e-05,1655.803
train_log,5200,18,0.12370340585708618,,0.12370340585708618,0.0,9.429180509023402e-05,1668.812
train_log,5250,19,0.1301828706264496,,0.1301828706264496,0.0,9.158497512959335e-05,1695.804
train_log,5300,19,0.12495398223400116,,0.12495398223400116,0.0,8.89003863978221e-05,1712.142
train_log,5350,19,0.12516745775938035,,0.12516745775938035,0.0,8.623906103866736e-05,1724.379
train_log,5400,19,0.12348660796880723,,0.12348660796880723,0.0,8.360201233846318e-05,1736.777
train_log,5450,19,0.11672231331467628,,0.11672231331467628,0.0,8.099024434032717e-05,1749.01
train_log,5500,19,0.11660512328147889,,0.11660512328147889,0.0,7.840475146187582e-05,1759.425
train_log,5550,20,0.11235562905669212,,0.11235562905669212,0.0,7.584651811660503e-05,1792.193
train_log,5600,20,0.12029572859406472,,0.12029572859406472,0.0,7.331651833907979e-05,1803.731
train_log,5650,20,0.1184638312458992,,0.1184638312458992,0.0,7.081571541407514e-05,1816.595
train_log,5700,20,0.11251217827200889,,0.11251217827200889,0.0,6.834506150981037e-05,1828.785
train_log,5750,20,0.10807006150484084,,0.10807006150484084,0.0,6.590549731541572e-05,1841.214
train_log,5800,21,0.11373575866222381,,0.11373575866222381,0.0,6.349795168276994e-05,1867.891
train_log,5850,21,0.11341090932488442,,0.11341090932488442,0.0,6.112334127284411e-05,1884.607
train_log,5900,21,0.11114171206951141,,0.11114171206951141,0.0,5.87825702066879e-05,1895.817
train_log,5950,21,0.10889214247465134,,0.10889214247465134,0.0,5.6476529721189974e-05,1908.735
train_log,6000,21,0.10782626017928124,,0.10782626017928124,0.0,5.420609782974385e-05,1920.295
train_log,6050,21,0.10354551613330841,,0.10354551613330841,0.0,5.1972138987948744e-05,1931.786
train_log,6100,22,0.10630099311470985,,0.10630099311470985,0.0,4.9775503764472564e-05,1963.054
train_log,6150,22,0.10362708300352097,,0.10362708300352097,0.0,4.761702851720191e-05,1975.752
train_log,6200,22,0.10248912647366523,,0.10248912647366523,0.0,4.549753507480309e-05,1989.232
train_log,6250,22,0.10535697862505913,,0.10535697862505913,0.0,4.3417830423815e-05,2001.794
train_log,6300,22,0.10543976023793221,,0.10543976023793221,0.0,4.137870640139307e-05,2013.128
train_log,6350,23,0.1028765794634819,,0.1028765794634819,0.0,3.9380939393821004e-05,2039.269
train_log,6400,23,0.10355659037828445,,0.10355659037828445,0.0,3.74252900409058e-05,2052.916
train_log,6450,23,0.09953411296010017,,0.09953411296010017,0.0,3.551250294636793e-05,2068.168
train_log,6500,23,0.09519721314311028,,0.09519721314311028,0.0,3.364330639433701e-05,2079.554
train_log,6550,23,0.09913831919431687,,0.09913831919431687,0.0,3.181841207206152e-05,2094.41
train_log,6600,23,0.09794315248727799,,0.09794315248727799,0.0,3.0038514798937185e-05,2104.456
train_log,6650,24,0.10013314619660378,,0.10013314619660378,0.0,2.8304292261958123e-05,2135.832
train_log,6700,24,0.09514557987451554,,0.09514557987451554,0.0,2.661640475769087e-05,2150.08
train_log,6750,24,0.09517286255955697,,0.09517286255955697,0.0,2.4975494940869685e-05,2163.236
train_log,6800,24,0.09245120123028755,,0.09245120123028755,0.0,2.33821875797092e-05,2175.128
train_log,6850,24,0.09385829150676728,,0.09385829150676728,0.0,2.1837089318026714e-05,2188.523
train_log,6900,25,0.09427954316139221,,0.09427954316139221,0.0,2.0340788444265847e-05,2215.858
train_log,6950,25,0.09292999416589737,,0.09292999416589737,0.0,1.889385466750857e-05,2230.128
train_log,7000,25,0.09023780062794685,,0.09023780062794685,0.0,1.7496838900561227e-05,2242.862
train_log,7050,25,0.09388298884034157,,0.09388298884034157,0.0,1.615027305019747e-05,2256.162
train_log,7100,25,0.09295890033245087,,0.09295890033245087,0.0,1.4854669814637143e-05,2268.779
train_log,7150,25,0.09198950782418251,,0.09198950782418251,0.0,1.361052248833916e-05,2279.99
train_log,7200,26,0.08887656211853028,,0.08887656211853028,0.0,1.2418304774182075e-05,2311.271
train_log,7250,26,0.08895242631435395,,0.08895242631435395,0.0,1.1278470603104028e-05,2322.594
train_log,7300,26,0.09115014240145683,,0.09115014240145683,0.0,1.019145396127094e-05,2335.664
train_log,7350,26,0.08840249732136726,,0.08840249732136726,0.0,9.15766872483824e-06,2348.141
train_log,7400,26,0.08976484477519989,,0.08976484477519989,0.0,8.177508502369823e-06,2360.436
train_log,7450,27,0.08988777309656143,,0.08988777309656143,0.0,7.25134648497332e-06,2388.692
train_log,7500,27,0.08772130519151687,,0.08772130519151687,0.0,6.379535304209599e-06,2402.455
train_log,7550,27,0.09019581988453865,,0.09019581988453865,0.0,5.56240689783013e-06,2415.323
train_log,7600,27,0.08573935136198997,,0.08573935136198997,0.0,4.800272383393028e-06,2427.148
train_log,7650,27,0.08679318249225616,,0.08679318249225616,0.0,4.093421939807029e-06,2442.038
train_log,7700,27,0.08651502907276154,,0.08651502907276154,0.0,3.442124696846932e-06,2452.121
train_log,7750,28,0.08801456153392792,,0.08801456153392792,0.0,2.846628632684067e-06,2484.785
train_log,7800,28,0.08705959290266037,,0.08705959290266037,0.0,2.3071604794696552e-06,2496.09
train_log,7850,28,0.08505829602479935,,0.08505829602479935,0.0,1.8239256370077783e-06,2508.787
train_log,7900,28,0.08467360377311707,,0.08467360377311707,0.0,1.3971080945503866e-06,2521.304
train_log,7950,28,0.08669404476881028,,0.08669404476881028,0.0,1.0268703607443363e-06,2533.396
train_log,8000,29,0.0844182699918747,,0.0844182699918747,0.0,7.133534017569998e-07,2560.883
train_log,8050,29,0.08657544106245041,,0.08657544106245041,0.0,4.5667658760416556e-07,2574.779
train_log,8100,29,0.08560373842716217,,0.08560373842716217,0.0,2.569376467003947e-07,2587.513
train_log,8150,29,0.08489116907119751,,0.08489116907119751,0.0,1.1421262864951818e-07,2601.704
train_log,8200,29,0.08571551062166691,,0.08571551062166691,0.0,2.8555875289099082e-08,2613.125
train_log,8250,29,0.08592121757566928,,0.08592121757566928,0.0,0.0,2624.688
epoch_end,551,0,0.6267655681676744,0.4453790079033564,,,,83.098
epoch_end,275,0,0.7338974280790849,0.5323016932234168,,,,93.682
epoch_end,275,0,0.733523898449811,0.5347351059317589,,,,93.027
epoch_end,1102,1,0.41349832142978743,0.3818513211749849,,,,171.93
epoch_end,550,1,0.47631613026965747,0.3855282189324498,,,,181.753
epoch_end,1653,2,0.36613293289597365,0.39625594540247844,,,,262.311
epoch_end,825,2,0.4058998452533375,0.42152489721775055,,,,274.11
epoch_end,1100,3,0.3737184154987335,0.3780665211379528,,,,365.931
epoch_end,1375,4,0.34054884173653344,0.3064326345920563,,,,454.218
epoch_end,1650,5,0.3030577636306936,0.36682829912751913,,,,543.648
epoch_end,1925,6,0.289301520856944,0.24705858901143074,,,,634.548
epoch_end,2200,7,0.2787094915455038,0.28746741311624646,,,,722.621
epoch_end,2475,8,0.2632612676512111,0.20243506040424109,,,,812.224
epoch_end,2750,9,0.24204866355115717,0.2171102687716484,,,,900.632
epoch_end,3025,10,0.21846077138727363,0.14450198924168944,,,,988.887
epoch_end,3300,11,0.2124742924083363,0.1856267787516117,,,,1078.09
epoch_end,3575,12,0.19269226480614055,0.1774647142738104,,,,1166.351
epoch_end,3850,13,0.17896034335548228,0.13388421921990812,,,,1254.526
epoch_end,4125,14,0.17260675996541977,0.11673465790227056,,,,1343.021
epoch_end,4400,15,0.15831524353135715,0.09521904401481152,,,,1429.422
epoch_end,4675,16,0.14613444992087105,0.0978728262707591,,,,1515.268
epoch_end,4950,17,0.1427603339336135,0.1274528168141842,,,,1601.535
epoch_end,5225,18,0.13296564657579768,0.08753845817409456,,,,1687.292
epoch_end,5500,19,0.12218671270392158,0.09145448938943446,,,,1773.222
epoch_end,5775,20,0.11445216192440553,0.07430036785081029,,,,1860.078
epoch_end,6050,21,0.10939716718413613,0.07545064168516546,,,,1945.516
epoch_end,6325,22,0.10457117749886079,0.07565117254853249,,,,2031.643
epoch_end,6600,23,0.09941957779906013,0.0666770318057388,,,,2118.287
epoch_end,6875,24,0.09477080377665432,0.06599272170569748,,,,2206.943
epoch_end,7150,25,0.09257072061300278,0.06216369313187897,,,,2293.753
epoch_end,7425,26,0.08944026326591319,0.059293808648362756,,,,2379.611
epoch_end,7700,27,0.08761974082751707,0.06131982454098761,,,,2465.913
epoch_end,7975,28,0.0862774230946194,0.05869615252595395,,,,2551.923
epoch_end,8250,29,0.0856211294098334,0.05797860224265605,,,,2638.321
